0;경제와 관련되어 있는 요소입니다.
게임의 초반부, 대부분의 에너지는 주민들의 칼로리 소모를 통해 만들어낼 수 있습니다.  그 다음 단계로는, [Waterwheels|Waterwheel Item]와 같이 근처에 있는 구조물에만 전력을 보낼 수 있는 전력 생산 구조물을 설치할 수 있습니다.  에너지 생산 기술의 단계가 전력까지 도달하게 된다면, 전 구역을 지탱할 수 있는 에너지를 생산할 수 있게 되어, 모두가 에너지 공급원을 마련할 필요 없이, 서로가 협력하여 도시와 마을에 전력을 공급하는 에너지 단지를 만들 수 있습니다. (이와 같은 대규모 작업의 경우, 자금을 모으기 위한 [Taxes] 시스템과 건축을 위해 [Contracts]과 [Work Parties]을 이용하는 게 유용합니다).

에너지를 생산하는 시설의 종류는 다양하기에, 해당 시설마다 사용하는 연료와, 환경에 미치는 영향 또한 각자 다릅니다.  기술의 발전과 더불어, 에너지 생산 시설의 건설, 연료 공급, 시설 운영 등은 [Pollution]의 주요한 원인이 되며, 그렇기에 주민들은 사용되는 에너지의 종류를 규제하고 오염을 관리하는 법을 통해 생태계에 다가오는 참사를 막아야만 할 것입니다.
218;다양한 구조물은 작동시키기 위해서는, 다양한 방법으로 생산해낸 에너지가 필요합니다.
219;    부지의 소유권을 주장하여, 주민들은 자신의 부지를 보호할 수 있고, 상대방에게 부지를 이용할 수 있는 권한과 부지 안의 구조물들을 사용할 수 있는 권한을 설정할 수 있습니다.
220;토지 소유 권리
221;  소유되어있지 않은 땅 위에서 [Land Claim Stake|Property Tool Item]을 이용해 사유지로 설정할 수 있습니다.  사용할 장소를 결정했다면, [Land Claim Paper|Property Claim Item]을 소모하여, 해당 부지의 증서를 소유하게 됩니다. 화면 오른쪽 아래의 세계지도 왼편에 나타나는 부지의 이름을 클릭해, 현재 자신의 위치에 해당하는 부지 주인의 증서를 확인할 수 있습니다.
222;구조물 소유 권리
223;구조물에는 구조물이 위치한 부지의 소유와는 별개로, 개인 부지의 구조물을 사용하고자 하는 이에게 권한을 설정해줄 수 있습니다.  이 설정은 [Authorization Component]를 통해 지정할 수 있습니다.
224;증서
225;증서 창에선, 주민들은 상대방에게 땅의 이용(블럭을 설치하거나 제거할 수 있는) 권한을 추가하거나 제거할 수 있습니다.  소유자는 자신의 이름 옆 톱니바퀴를 클릭해 소유 권한을 넘길 수 있습니다.  증서에서 [Elected Titles]를 포함해 [Demographics]과 [Titles]를 대상으로도 양도가 가능합니다. 이 방법으로 정부의 구조를 구축하려면 선출된 직위의 소유자가 해당 부지에 권한을 가지고 있어야만 합니다.
226;주민과 정부는 부지를 소유할 수 있으며, 그 부지의 권한에 대해 설정할 수 있습니다.
227;방은 외부 요소들로부터 보호할 수 있도록, 외부와 맞닿아 있는 모든 부분이 벽, 문, 창문으로 이루어져 있는 밀폐된 구역입니다.
방의 정보를 보고 싶은 방 안에 들어가, 화면 오른쪽 지도 옆 정보를 통해 확인할 수 있습니다. 대부분의 구조물은 방 안에 설치되어야 하는 조건이 있고, 설치하게 된다면 일정한 공간을 차지하게 되며, 구조물의 조건에 맞는 특정한 단계 이상의 재료로 방이 지어져야 합니다. 방을 이루는 재료의 단계에 따라 하우징 수치에도 영향을 미칩니다.  이 말은 즉, 벽돌로 지은 집은 흙더미로 쌓아 올린 집보다 다방면으로 더욱 도움이 된다는 뜻입니다.


가구와 방의 종류
부지를 소유권을 주장하고 그 부지에 건물(방)을 세워, 접속 중이 아니더라도 지속되는 경험치 배율 효과를 획득할 수 있습니다.  다른 유형의 방을 추가로 건설하고 가구를 들여놓아서 해당 경험치 효과를 증가시킬 수 있습니다.  가구의 종류에 따라 화장실, 침실, 부엌 또는 거실로, 방의 유형이 결정됩니다 (물품의 툴팁에 종류가 표기되어 있습니다).  방 안에 설치된 가구의 유형 수치 중 가장 높은 종류를 따라 방의 유형이 결정됩니다. 방의 유형을 결정하는 유형 수치는 각 방 안에 있는 가구들의 수치의 총합으로 계산됩니다.

방 안의 가구가 중복되거나, 같은 유형의 방이 중복될 경우 집에서 획득하는 하우징 수치가 수확 체감을 가지게 됩니다. 이 효과는, 중복되더라도 수치가 오르는 건 변함 없지만, 처음 올랐던 수치보다 더욱 낮은 수치를 얻게 될 것입니다.   수확 체감의 효과로 인해 중복될수록 결국 획득하는 수치는 극도로 낮아져, 가구나 방을 추가하는 것이 더 이상 의미가 없어지게 될 것입니다.  그 예시로, 12번째 화장실을 설치하게 된다면 처음 건설했던 화장실로 올라간 수치보다 더욱 낮아진 하우징 수치를 획득하게 될 것입니다.

방을 이루는 재료의 단계
재료의 단계의 평균 값 또한 하우징 수치를 결정하는 데 영향을 미치는데, 이는 경험치 배율(하우징)의 상한선과 관련되어 있습니다.  방의 수치가 재료에 따른 상한선을 넘어버린 경우, 이 또한 수확 체감으로 인해 오르게 되는 하우징(경험치 배율) 수치의 값이 낮아집니다.  이러한 현상이 일어난다면, 방을 이루는 재료의 종류를 바꿀 때가 되었다는 뜻입니다.
228;방은 당신과 당신이 가지고 있는 장치들을 외부 요소로부터 지켜주며, 경험치 획득 배율 수치가 올라가며, 장치들을 작동 할 수 있게 됩니다.
229;다양한 산업 구조물과 하우징에 관련된 구조물들은 작동을 위해선 하수 시스템이 필요합니다.  일반적으로, 해당 시스템은 물이 들어올 지점과 하수가 나올 지점이 필요합니다.  모든 구조물에는 하수 처리에 사용되는 [Pipe Component]를 가지고 있습니다.

하수 시스템은 [MechanicalWaterPumpItem] 또는 [ElectricWaterPumpItem]를 수원에 설치하여, 물 공급이 필요한 구조물과 파이프를 연결해 물을 공급합니다. 그 반대 부분, 구조물이 하수를 배출하는 부분을 파이프로 연결해 하수를 흘려보내서, 바깥으로 배출하거나(하수의 배출 지점에서 [Pollution]이 발생합니다), [Waster Filter|WasteFilterItem]를 지나가게 해 하수에서 퇴비를 생산해 낼 수 있습니다.

파이프는 같은 종류의 파이프와 근접하게 되면 자동으로 연결됩니다.  가까운 거리에 있는 하수 시스템끼리 얽히지 않게 하려면, 다른 재료로 이루어진 파이프를 사용하십시오.
230;일부 물품들은 물을 공급하고 하수를 배출하기 위한 하수 시스템이 필요합니다.
231;산업과 관련된 요소입니다.
232;Eco의 세계에서 획득하게 되는 경험치는 새로운 특성과 특성의 하위 목록인 효과를 잠금 해제할 수 있습니다. 획득하게 되는 경험치의 종류는 캐릭터 경험치와 특성 경험치 두 가지로 이루어져 있습니다.  두 가지의 항목 모두 경험치 배율의 효과를 적용받습니다.
캐릭터 레벨
캐릭터 레벨은 얼마만큼의 특성을 배울 수 있는가를 확인하는 지표로, 지식과 그에 따른 효과를 획득할 수 있는 수치를 나타냅니다.  이 경험치는 접속 중이 아니더라도 꾸준히 올라갑니다.  실제 시간으로 하루가 지날 때마다, 올라가는 기본 수치인 1에, 경험치 배율을 곱한 값이 올라갑니다.  경험치가 가득 차 레벨이 오르게 된다면 별 하나를 얻게 되는데, 이 별을 사용하여 새로운 특성을 하나 잠금 해제할 수 있습니다.  레벨업을 할 때마다 필요한 경험치의 양이 증가하게 되어, 일정한 수 이상의 특성을 가지는 것은 매우 어려울 것입니다.

특성 레벨
특성 레벨은 특수한 효과를 가진 기술의 숙련 수치를 나타내며, 특성 레벨은 꾸준히 올라가는 것이 아닌, 제작이나 노동력을 사용하는 것과 같이, 특성과 관련된 행동을 하게 된다면 올라갑니다.  캐릭터 레벨과 비슷하게, 특성 레벨 또한 경험치 배율의 효과를 받습니다. 화면의 왼쪽 아래에, 특정 행동을 통해 얻게 되는 경험치를 확인할 수 있는 아이콘이 있으며, 그 창 위에 마우스를 올려두면 특성을 레벨업 시키기 위해 필요한 경험치의 양을 확인할 수 있습니다.
이후, 일정 레벨에서 재능을 선택할 수 있게 되는데, 이는 해당 기술과 관련된 특정한 효과를 추가로 획득할 수 있는 기능입니다.

경험치 배율 효과
경험치 배율 효과 (또는 XP 배율)은 개인마다 다르게 적용되는 수치로, 건강 및 보조 시스템으로 표시되고 있으며, 이를 통해 얼마만큼 더 빠르게 새로운 기술을 배울 수 있는지 확인할 수 있습니다.  이 수치는 [Nutrition] 시스템의 수치와 [Housing|Housing Overview] 시스템 수치를 합한 값으로 결정됩니다.  캐릭터와 특성 레벨에 상당한 영향을 끼치기 때문에, 영양소를 고르게 유지하면서 가구를 이용해 집을 잘 꾸며서 수치를 높게 유지를 해야 할 것입니다.
233;Eco의 세계에는, 캐릭터 레벨 경험치 (영양소 균형을 맞추고 하우징으로 추가 획득 가능)와 특성 레벨 경험치 (특성과 관련된 행동을 통해 획득) 총 두 가지 종류의 경험치가 존재합니다.
234;레벨의 [Experience]는 영양소의 균형을 맞추거나, [Housing|Housing Overview]을 통해 올릴 수 있는데, 균형 잡힌 음식으로 식사를 한다면 [Experience]를 더욱 많이 얻게 될 것입니다.  당신의 몸이 건강해질수록, 발전의 속도 또한 빨라질 것입니다.

Eco의 음식은, 단백질, 지방, 비타민, 탄수화물 총 네 가지의 영양소로 이루어져 있습니다.  24시간 동안 먹은 음식에 포함된 네 가지 영양소의 평균치를 계산해, 경험치 배율이 결정됩니다.   예를 들어, 열량은 높지만, 영양소가 부실한 음식을 먹게 된다면 이 음식이 소화되는 24시간 동안 경험치 배율에 영향을 미치게 될 것입니다.

추가로, 영양소 균형 배율이 적용되고 나서, 몸속에 있는 영양소의 총비율에 따라 0% - 50%이 추가 적용됩니다. 예를 들어, 모든 영양소가 25%로 균형을 이루게 된다면, 50%의 추가 경험치를 얻게 될 것입니다.

그리고 서버의 난이도 설정에 따라, '경험치 획득 배율'이 기존보다 더욱더 높게 설정될 수 있습니다.

마지막으로, 기본적으로 획득하는 경험치 획득량은 항상 총량에 포함되어 있습니다. 이 말은 곧, 당신이 완전히 굶주려 있는 상태이더라도, 기본적으로 경험치는 오를 것이라는 겁니다.  이 경험치의 계산 값은 화면 왼쪽 아래 UI의 영양소 부분 툴팁으로 확인할 수 있습니다.

칼로리
칼로리는 영양소와는 달리, 작업을 할 때 소모되며, 칼로리를 모두 소모하게 된다면 음식을 더 먹기 전에는 작업을 할 수 없게 됩니다.  칼로리 소모량은 더 높은 단계의 도구를 사용하거나 기술의 레벨을 높여 소모량을 줄일 수 있습니다.
모든 음식에는 영양소와 칼로리가 포함되어 있으며, 칼로리를 위해 음식을 먹을 때도 경험치 배율에 영향을 미치게 될 테니, 영양소 또한 눈여겨보아야 할 것입니다.
235;영양소와 하우징 시스템은, 경험치의 획득 속도를 결정합니다.
236;번영하는 경제의 중심 요소는 바로 거래와 특성의 전문화이며, 이를 잘 이용한다면 모든 부분에서 자급자족하려는 것보다 더욱 효율적으로 작업할 수 있을 것입니다.  완벽한 사회를 만드는 것은 바로 그 두 가지 요소에 달려있습니다.
 기술을 통해 주민은 특별한 효과와 자신만의 특성을 개발 할 수 있는데, 이를 이용해 경제 활동을 할 때 다른 기술을 가진 주민과 더욱 효과적으로 [Trade]를 할 수 있습니다. [Experience]를 획득하여, 가지고 있는 특성의 레벨을 올리거나 새로운 [Specialties]을 해금할 수 있습니다.  경험치 배율 효과는 [Nutrition] 시스템과 [Housing|Housing Overview] 시스템을 통해 얻을 수 있습니다.
237;기술 시스템을 이용해 주민들이 기술과 관련된 거래를 더욱 전문적으로 하도록 도와줍니다.
238;    특성은 [Experience]를 올려 캐릭터 레벨을 올려 해금할 수 있습니다.  특성(별 모양 아이콘)을 해금할 때마다 사용할 수 있는 새로운 효과가 생겨납니다.

전문직과 특성
[Professions|Profession Overview]은 기술들을 간단히 분류해둔 것으로, 비슷한 성격의 기술을 한데 묶어놓은 것 이외에 아무런 기능은 없습니다.
특성은 해당 전문직 탭의 하위 목록으로, 이를 해금하기 위해선 다음과 같은 두 가지 조건이 필요합니다.

1. 먼저, 기술 두루마리를 사용해야 합니다.
2. 그다음, 별을 사용해 특성을 해금해야 합니다.

처음 특성을 해금하게 되면, 기본적인 수준의 효과를 획득하게 될 것입니다. 특성과 관련된 행동을 하면 해당 특성의 [Experience]를 획득하게 되는데, 이후 특성의 레벨을 올려 새로운 효과를 해금할 수 있습니다.
캐릭터의 특성을 선택하는 화면에서 다른 주민들은 어떤 특성을 선택했는지 확인할 수 있는데, 이를 참고해 다른 플레이어가 선택하지 않은 특성이나, 레벨 평균이 낮은 특성을 선택하는 것이 도움 될 것입니다. 그렇게 선택한 특성은 다른 특성을 가진 플레이어와 [Trade]를 할 때 더욱더 많은 수익을 낼 수 있게 됩니다.
239;특성은 캐릭터 레벨을 올려 획득할 수 있으며, 특성마다 고유한 효과를 해금 할 수 있습니다.
240;음식은 하우징과 더불어 기술을 획득하는데 필수적인 요소입니다.
241;목수는 나무를 이용한 모든 작업을 전문적으로 다룰 수 있습니다.
 - [LoggingSkill]은 칼로리를 적게 소모하며 빠르게 나무를 벨 수 있게 되며, 추가로 이 특성은 목수 전문직이 만들 수 있는 기초적인 건설 자재인 [HewnLogItem]를 제작하는 데에 사용됩니다.
 - [CarpentrySkill]은 나무로 된 가구와 [Boards|Board Item]을 제작할 수 있게 됩니다. 주민들은 해당 특성과 [SawmillItem]를 이용하여,  [LumberItem]와 더욱 높은 질의 가구를 제작할 수 있습니다.
 - [CompositesSkill]은 더욱 발전한 기술을 이용해 최고의 품질의 나무 건축 자재를 제작할 수 있게 됩니다.
 - [PaperMillingSkill]은 목재 펄프를 이용해 [PaperItem]로 가공할 수 있게 됩니다. 종이는 몇몇 특별한 가구에 이용됩니다.
242;목공사는 나무를 이용한 모든 작업을 전문적으로 다룰 수 있습니다.
243;요리사는 질 높은 음식을 요리하여 주민들의 경험치 획득 속도를 더욱 높여줄 수 있습니다. 사냥꾼과 농부로부터 재료를 받아, 요리사는 영양소가 풍부한 음식을 만들어 냅니다. 기술이 발전함에 따라, 요리사 특성을 가진 주민들도 차차 더욱 높은 수준의 음식을 만들어 갈 수 있습니다.
 - [CampfireCookingSkill]은 기초적인 수준의 요리사 특성으로, [CampfireItem]를 이용해 요리사가 없던 상태에서 음식을 불에 그슬리는 것보단 더 나은 식사를 만들어 냅니다.
 - [CookingSkill]은 요리사 전문직 중 두 번째 단계로, [CastIronStoveItem]을 이용해 더욱 질 높은 음식을 생산합니다.
 - [BakingSkill]은 요리를 대체하는 기술로, [FlourItem]를 이용해 관련 물품을 생산합니다.
 - [AdvancedCookingSkill]은 고급 수준의 기술을 구사하는 요리사 특성으로, 가장 높은 단계의 음식을 생산합니다.
 - [AdvancedBakingSkill]은 고급 요리 기술을 대체하는 기술로, [YeastItem]를 이용한 [LeavenedDoughItem]을 이용해 높은 수준의 관련 물품을 생산합니다.
244;요리사는 주민들이 경험치를 더욱 빨리 획득할 수 있는 질 높은 음식을 요리합니다.
245;엔지니어는 다른 전문직이 생산해낸 물품들을 이용해 기술적인 진보를 이루어냅니다. 운송수단을 만들어서 더욱더 많은 양을 한 번에 거래할 수 있게 되고, 주민들이 일을 더욱 효율적으로 할 수 있게 됩니다. 전용 작업대를 만들어 주민들이 자신의 특성에 맞는 성능이 우수한 물품들을 만들 수 있습니다. 엔지니어의 제작 물품에 필요한 재료는 다른 직업이 생산하는 물품들이 대부분이기에, 엔지니어가 되기 위해서는 다른 주민들과의 잦은 교류가 필수적입니다.
-[BasicEngineeringSkill]은 운송에 도움을 주는 도로와 수레를 제작할 수 있습니다. 그것 이외에도, 기초 기계공학 기술은  광석을 녹이고 정제할 수 있는 작업대를 만들 수 있습니다.
-[MechanicsSkill]는 [SteamTruckItem]과 같은 기본적인 엔진이 달린 운송수단을 제작할 수 있습니다. 또한 기계 정비 기술은 산업 발전으로 향하는 첫 번째 요소인 전력을 생산할 수 있습니다.
-[IndustrySkill]은 [ExcavatorItem]와 같이, 자원을 대량으로 빠르게 수확할 수 있는 고급 운송수단을 제작할 수 있습니다.
-[OilDrillingSkill]은 [PumpJackItem]를 이용해서 산업용 재료이며, 연료로도 쓰이는 [PetroleumItem]를 채취할 수 있습니다.
-[ElectronicsSkill]은 엔지니어의 특성 중 최상위 단계로 귀중한 재료들을 이용해 현대식 제작 작업에 필요한 물품들을 생산할 수 있습니다. 이외에도 친환경 발전을 위한 재료들을 생산할 수 있으며, 전자 공학 기술은 세계로 떨어지는 운석을 막기 위한 구조물인 [LaserItem]를 제작하는 데 필요합니다.
246;엔지니어는 운송수단과 함께 다른 주민들의 재료가 되는 고급 물품을 생산하는 발명의 대가입니다.
247;    농부는 농업의 전문가입니다. 농부가 생산하는 농산물은 주민들이 행동에 필요한 칼로리(음식)의 주요 재료입니다.

 - [FarmingSkill]을 통해 씨앗을 만들어 낼 수 있는 제작법을 배워, 넓은 농장을 만드는 데 도움을 줍니다.
 - [FertilizersSkill]을 통해 토양에 영양분을 공급할 수 있고, [SoilSamplerItem]를 이용해 토양의 상태를 확인할 수 있습니다.
 - [GatheringSkill]을 통해 야생 식물과 농장에서 재배한 식물 모두 더 많이 수확할 수 있게 됩니다.
 - [MillingSkill]의 [MillItem] 가공 기능을 이용해, 요리사의 고급 제조법에 사용되는 물품을 생산합니다.
248;농부는 농업의 전문가입니다.
249;    사냥꾼은 동물을 효율적으로 사냥하며, 요리사가 사용할 육류를 가공하는 것의 대가입니다. 두 가지의 종류의 사냥꾼 특성은 사냥한 후 꼭 가공을 거쳐야지만 요리사가 재료로써 사용할 수 있기 때문에 매우 밀접한 연관을 가지고 있습니다.

 - [ButcherySkill]로 동물의 사체를 도축해, 요리사가 요리의 재료로 사용할 수 있는 육류로 가공할 수 있습니다. 사체의 가죽과 털은 옷가지를 제작하거나 다른 제작 물품을 생산할 수 있습니다.
 -[HuntingSkill]은 동물을 사냥할 때 추가 데미지를 입힐 수 있으며, 동물들이 달아나지 않도록 조용히 다가갈 수 있는 법을 배울 수 있습니다.
250;사냥꾼은 동물 사냥과 요리사의 재료인 육류를 가공하는 것의 대가입니다.
251;석공은 채광과 석재를 다루는 기술의 대가입니다. 집을 위한 자재와 가구의 중요한 부분을 담당합니다. 석공이 채취하는 광석은 대장장이가 제련하여 금속 주괴로 만드는 데에 사용됩니다.
 -[MiningSkill]은 주민이 돌과 광석을 캘 때 칼로리 소모를 낮춰줍니다. 또한, 석공은 채취한 광석으로 제련 작업을 하기 전 필요한 작업인 정광 작업을 할 수 있습니다.
 -[MasonrySkill]을 이용해, 대부분의 석자재의 기본 재료인 [MortarItem]를 생산할 수 있게 됩니다. 석공이 생산하는 [MortaredStoneItem]는 게임 초반 집을 짓는 데에 뛰어난  재료가 되어줍니다.
 -[PotterySkill]을 통해 [ClayItem]를 재료로 사용해 가구와 자재의 재료인 [BrickItem]을 제작할 수 있게 됩니다.
 -[GlassworkingSkill]을 통해 [GlassItem]를 제작할 수 있고, 이를 이용해 [FramedGlassItem]을 제작할 수 있습니다. 유리는 건축 자재를 보조하는 물품으로, 산업용 재료로도 쓰입니다.
 -[AdvancedMasonrySkill]은 석공 기술의 최상위 단계로, 건축 자재와 가구를 만드는 재료 중 가장 질이 뛰어난 각진 석재를 생산할 수 있습니다.
252;석공은 채광과 석재를 다루는 기술의 대가입니다.
253;전문직은 [Specialties]과 비슷한 성격의 분류로, 새로운 제작법을 해금하고, 관련 도구를 사용할 때 소모되는 칼로리 감소 효과 등을 얻을 수 있습니다. 각 전문직의 하위 목록에는 비슷한 성격의 특성들이 모여있습니다.
모든 전문직의 목록에는 그에 해당하는 특성들이 있습니다. 주민들은 하나의 전문직에 집중할 것인지, 다양한 전문직의 특성들을 배울 것인지 선택할 수 있습니다.
254;전문직을 통해 주민들은 특별한 효과를 얻고 관련 특수 물품들을 제작할 수 있는 효과를 획득합니다.
255;대장장이는 정광 과정을 거친 광석을 제련하여 다양한 방면에 쓰이는 금속 주괴를 만들 수 있습니다. 또한, 주민들이 더욱 생산적으로 일을 하도록 도와주는 뛰어난 도구들을 제작할 수 있습니다.  
- [SmeltingSkill]을 이용해 기술적인 발전의 기반이 되어주는 금속 주괴를 만들 수 있습니다. 대장장이가 만든 철 도구는 게임 초반 돌로 된 도구보다 상당한 이점이 있습니다.
- [AdvancedSmeltingSkill]을 이용해 철 주괴에서 한 번 더 제련하여, 건축 자재 중 가장 높은 단계이며 산업 관련 물품에 사용되는 재료인 [Steel|SteelBarItem]를 만들 수 있습니다. 또한 해당 특성을 가진 주민은, 기본 제련 기술로 만들 수 있는 철 도구보다 한 단계 더 좋은 현대식 도구를 만들 수 있습니다.
256;대장장이는 광석을 제련해 금속 주괴로 만들고 더욱 발전된 도구를 제작할 수 있습니다.
257;Eco의 세계의 모든 주민은 생존 전문가 특성을 가지고 있습니다.
[SelfImprovementSkill]의 경험치는 주민이 다른 특성을 레벨 업 시켰을 때 오르게 됩니다. 자기 개선에는 두 가지 주요 효과가 있습니다. 이는 주민이 성장해 가면서, 자신이 들 수 있는 무게의 한계가 늘어나고 위장의 크기가 늘어나 더 많은 칼로리를 비축할 수 있습니다. 또한, 망치, 삽, 착암기를 사용할 때 소모하는 칼로리의 양이 줄어듭니다.
258;생존 전문가는 기본적인 도구를 사용할 때 소모되는 칼로리의 양이 줄어들고, 무게의 한도가 늘어납니다.
259;재단사는 다른 주민들을 위해 천을 이용해 옷가지를 만들고 높은 등급의 가구를 제작합니다. 다른 전문직과는 달리, 재단사 전문직은 하나의 특성만을 가지고 있습니다.
[TailoringSkill]을 통해 제작한 [ClothItem]은 재단사의 다양한 제작 물품에 사용됩니다. 재단사가 제작한 옷은 특별한 효과를 지니고 있습니다. 예를 들어, [BigBackpackItem]의 경우 처음 시작할 때 받는 [BasicBackpackItem]보다 더 큰 용량을 가지고 있습니다.
260;재단사는 천을 이용해 여러 옷가지를 만들고, 다른 주민들을 위해 높은 등급의 가구를 제작할 수 있습니다.
261;운송수단 요소를 포함하고 있는 모든 구조물은  탑승할 수 있고, 다양한 방법으로 상호작용 할 수 있으며, 몇 가지의 특수 효과가 있습니다.
대부분의 운송수단은 작동하기 위해 [Power|Power Component]를 필요로 하며 자신만의 [Storage|Storage Component]를 가지고 있습니다. 세계에 인프라를 구축하게 된다면, 도로를 이동할 수단인 운송수단이 늘어날 테니 [Transport]의 유연성 또한 크게 향상될 것입니다.
262;  -  운송수단: [WoodCartItem]와 같은 운송수단은 물품과 사람들을 이곳저곳으로 옮길 수 있습니다. 기술이 발전해감에 따라 운송수단이 발전하면서, 더욱더 빠른 이동속도와 높은 수송능력을 얻게 되지만, 그 대가로 오염이 발생할 것입니다

-  굴착: [ExcavatorItem]와 [SkidSteerItem]는 대량의 흙과 돌을 빠르게 채굴할 수 있습니다. 이것들을 이용한다면 새로운 건설 작업을 위해 일정 범위의 지반을 다지는 [Mining]의 속도가 크게 향상될 것입니다.

- 건설: [CraneItem]은 대형 [Building] 작업에서 뛰어난 효과를 나타냅니다. 크레인을 이용한다면 망치를 가지고 건설하는 주민보다 더욱더 넓은 범위를 수용할 수 있으며, 넓은 크기의 보관함을 가지고 있습니다.
264;운송수단은 다양한 종류의 작업을 처리하는 데 사용됩니다.
265;Eco의 세계에선, 야생에 떨어진 플레이어는 우선 주변에서 먹을 것을 찾아야만 합니다. 이 때, 수확할 수 있는 식물들은 주변에서 꾸준히 자라납니다. 야생에서 얻을 수 있는 이러한 식용 자원들은 스스로 다시 자라나지만, 남용하게 된다면 이 생태계는 빠르게 무너져 내릴 것입니다. 특수한 몇 가지의 식물들은 화합물의 성분을 가지고 있거나, 직물이나 옷을 만드는 데 필요한 성분을 가지고 있어, 그냥 섭취하는 것 이외의 특수한 사용법을 가지고 있는 몇 가지 식물들도 존재합니다.

모든 식물은 각자의 채취 방법이 있어, 삽을 이용하거나, 낫을 이용해 채취할 수 있습니다. 이 방법 이외의 대부분의 식물은 도구 없이 손으로 채취할 수도 있습니다. 이런 방식으로 채취한 식물 중에는 채취되고 나서 그대로 죽어버리거나, 과실을 따고 나서도 계속해서 자라나는 식물들이 있습니다.
266;생태계의 동물과 식물은 인간에게 생존의 수단이 되어줍니다.
267;동물 종은 Eco의 세계에 사는 생물들로 자원으로써 사용되는 장소가 매우 다양합니다. 몇몇 종은 완벽한 식재료가 되는 고기와 우유를 생산하고, 그 외에 유용한 부산물인 털, 가죽, 동물 기름, 뼛가루들 또한 채취할 수 있습니다. 하지만 이런 동물 종의 재생력과 적응력에 따라 개체군의 수와 서식지의 변화 그리고 동물들이 먹는 것 등 많은 것들이 상황에 따라 달라집니다.

다양한 종류의 덫을 이용하거나 직접 도구를 이용하는 사냥이라는 수단을 통해, 생태계에서 살고있는 동물에게서 직접 재료를 채취할 수 있습니다. 사냥함 으로써 동물의 개체 수를 조절하거나 과도하게 늘어난 동물들을 줄일 수 있습니다. 사냥은 거대한 사회의 일원들의 식욕을 충족시키기 위함으로, 플레이어에게 있어 중요하긴 하지만 필수적인 수단은 아닙니다.

동물을 사냥하는 것은 많은 것들을 생산하기 위해 필요한 수단 중 가장 기본적인 단계입니다. 도축을 통해 다양한 동물의 산물을 채취하거나 사용할 수 있습니다.  동물과 그에게서 얻은 산물을 요리사나 재단사와 같은 전문직과의 협업을 통해서 영양적으로, 산업적으로, 더 나아가 문화적으로 이용할 수 있기 때문에, 사냥만 해서 모든 것을 얻을 수 있는 것은 아닙니다. 그렇지만, 특정 동물의 산물이 현재의 경제에서 귀중한 가치를 가지게 된다면, 무분별한 사냥으로 인해 해당 종이 멸종할 수도 있기에 더욱 주의를 기울여야 합니다. 특히, 산물의 가치가 점점 더 상승할수록 해당 개체의 수요 또한 늘어나기 때문에 사냥은 종종 멸종의 결정적인 요인이 되기도 합니다.

사냥을 시작하기 위해선, 우선 [WoodenBowItem]과 [Arrows|Arrow Item]를 준비해야 합니다. 더욱더 높은 단계의 활 일수록 사냥하려는 대상을 더욱더 빠르게 처리할 수 있습니다. 이를 이용해, 화살을 잘 맞춰 동물을 빠른 시간에 처리한다면 하루에 수확할 수 있는 동물의 양 또한 늘어날 것입니다.
268;생태계의 동물과 식물은 인간이 살아남을 수 있는 수단이 되어줍니다.
269;게임의 시작을 도와주는 에코피디아의 가이드입니다.
270;    기본적인 욕구를 충족시킬 수 있게 되었다면, 이젠 사회를 구성하는 작업에 기여해야 할 차례이며, 당신의 전문직이 이를 도울 수 있습니다.
271;
전문직마다 특별한 효과를 해금할 수 있는 [Specialties]이 여럿 존재합니다. 주민들은 각자 제한된 개수만큼의 특성을 가질 수 있기 때문에, 가장 좋은 방법은 다른 특성을 가진 이들끼리 [Trade]를 해 교환을 하는 것입니다.  Z키를 눌러 나오는 기술 창에서, 해당 특성을 몇 명의 주민이 가지고 있는지 확인 후 지금 가장 필요한 특성을 선택해, 도움이 될 수 있습니다.
272;    더 자세히 확인하고 싶다면 [Profession Overview]을 참조하십시오.
273;(참조: 기술 창은 튜토리얼이 끝나기 전까지는 숨겨져 있습니다.  튜토리얼을 완료하거나 건너뛰어서 확인할 수 있습니다.)
274;세계에서 다양한 범주의 전문직이 존재한다면, 서로의 이익을 위해 거래할 수 있습니다.
275;    Eco의 세계에서 [Government|Government Overview]는 모든 주민이 힘을 합해 꾸려나가며, 정부의 수준은 주민들이 정치에 어떻게 참여하냐에 달려있습니다.

 정부의 운영에 참여하는 방법은 다음과 같은 여러 가지의 방법이 있습니다.

 - [CapitolItem]를 설치하고, [Constitution]를 제정하여 정부의 기반을 다집니다.
 - [Districts], [Demographics], [Elected Titles], [Election Processes], 그리고 [Amendments|Constitution]를 해당 법률이 포함된 주권 구조물에서 규정합니다.
 - [Elected Title|Elected Titles]에 적합한 후보자를 선거를 통해 뽑아, 헌법으로 규정한 특별한 권한을 부여합니다.
 - 권한(헌법에서 규정)을 얻은 후, [Laws]을 제정합니다.
 - [Executive Actions] 또한 헌법에서 규정한 권한을 얻은 후 제정합니다.
 - [Elected Titles]를 선출하는 [Elections]에서 투표권을 행사하는 등의 참정권을 행사합니다.
